PurchaseOrderID OrderDate               TotalDue              Name
3225            2014-06-07 00:00:00.000 16164.0229            Anderson's Custom Bikes
3226            2014-06-07 00:00:00.000 64847.5328            Proseware, Inc.
3227            2014-06-07 00:00:00.000 854.1761              Aurora Bike Center
3228            2014-06-07 00:00:00.000 767.0528              Australia Bike Retailer
3229            2014-06-07 00:00:00.000 1984.6192             Beaumont Bikes
3231            2014-06-07 00:00:00.000 38281.8686            Bicycle Specialists
3236            2014-06-09 00:00:00.000 15104.7146            Capital Road Cycles
3237            2014-06-09 00:00:00.000 18114.5192            Carlson Specialties
3238            2014-06-09 00:00:00.000 24880.9811            Chicago City Saddles
3239            2014-06-09 00:00:00.000 609.8274              Chicago Rent-All
3240            2014-06-09 00:00:00.000 7721.4638             Circuit Cycles
3241            2014-06-09 00:00:00.000 31019.8639            Comfort Road Bicycles
3242            2014-06-09 00:00:00.000 39111.4474            Compete Enterprises, Inc
3243            2014-06-09 00:00:00.000 3765.0113             Compete, Inc.
3244            2014-06-09 00:00:00.000 31268.7375            Competition Bike Training Systems
3247            2014-06-09 00:00:00.000 48485.6873            Crowley Sport
3248            2014-06-09 00:00:00.000 601.7521              Cruger Bike Company
3249            2014-06-10 00:00:00.000 40228.188             Custom Frames, Inc.
3251            2014-06-10 00:00:00.000 21256.3601            Electronic Bike Repair & Supplies
3253            2014-06-10 00:00:00.000 1410.2839             Federal Sport
3254            2014-06-10 00:00:00.000 2214.3371             First National Sport Co.
3255            2014-06-10 00:00:00.000 56200.7696            First Rate Bicycles
3256            2014-06-10 00:00:00.000 502.6203              Gardner Touring Cycles
3257            2014-06-10 00:00:00.000 48485.6873            Greenwood Athletic Company
3258            2014-06-10 00:00:00.000 7880.9981             Hill Bicycle Center
3259            2014-06-10 00:00:00.000 31319.7885            Hill's Bicycle Service
3260            2014-06-10 00:00:00.000 24880.9811            Hybrid Bicycle Center
3261            2014-06-10 00:00:00.000 38281.8686            Inline Accessories
3264            2014-06-10 00:00:00.000 31160.2541            International Bicycles
3265            2014-06-11 00:00:00.000 4103.2241             International Sport Assoc.
3266            2014-06-11 00:00:00.000 70533.3379            Jackson Authority
3267            2014-06-11 00:00:00.000 18056.0426            Trey Research
3268            2014-06-11 00:00:00.000 6311.1799             Lakewood Bicycle
3273            2014-06-11 00:00:00.000 48485.6873            Mitchell Sports
3275            2014-06-11 00:00:00.000 3771.6362             Mountain Works
3276            2014-06-11 00:00:00.000 510.278               National Bike Association
3277            2014-06-11 00:00:00.000 840.2531              Norstan Bike Hut
3279            2014-06-11 00:00:00.000 23821.6729            Premier Sport, Inc.
3281            2014-06-12 00:00:00.000 49915.1153            Professional Athletic Consultants
3284            2014-06-12 00:00:00.000 44720.676             Signature Cycles
3285            2014-06-12 00:00:00.000 1354.3598             Speed Corporation
3286            2014-06-12 00:00:00.000 68612.544             Sport Fan Co.
3287            2014-06-12 00:00:00.000 6572.8163             Sport Playground
3288            2014-06-12 00:00:00.000 100685.3348           Superior Bicycles
3289            2014-06-12 00:00:00.000 580.125               SUPERSALES INC.
3290            2014-06-12 00:00:00.000 2214.0703             Training Systems
3291            2014-06-12 00:00:00.000 29233.0789            Trikes, Inc.
3292            2014-06-12 00:00:00.000 1043.5289             Varsity Sport Co.
3293            2014-06-12 00:00:00.000 7727.8451             Victory Bikes
3294            2014-06-12 00:00:00.000 39915.5006            Vision Cycles, Inc.
3295            2014-06-12 00:00:00.000 41817.1504            Vista Road Bikes
3296            2014-06-12 00:00:00.000 28212.0589            West Junction Cycles
3297            2014-06-13 00:00:00.000 855.2203              WestAmerica Bicycle Co.
3301            2014-06-13 00:00:00.000 9776.2665             Allenson Cycles
3303            2014-06-13 00:00:00.000 22539.0165            American Bikes
3304            2014-06-13 00:00:00.000 16164.0229            Anderson's Custom Bikes
3305            2014-06-13 00:00:00.000 64847.5328            Proseware, Inc.
3306            2014-06-13 00:00:00.000 532.4852              Aurora Bike Center
3307            2014-06-13 00:00:00.000 855.2203              Australia Bike Retailer
3308            2014-06-13 00:00:00.000 1984.6192             Beaumont Bikes
3309            2014-06-13 00:00:00.000 728.1381              Bergeron Off-Roads
3310            2014-06-13 00:00:00.000 38281.8686            Bicycle Specialists
3311            2014-06-13 00:00:00.000 1748.0327             Bike Satellite Inc.
3315            2014-06-16 00:00:00.000 15104.7146            Capital Road Cycles
3316            2014-06-16 00:00:00.000 14871.8525            Carlson Specialties
3317            2014-06-16 00:00:00.000 112401.5393           Chicago City Saddles
3318            2014-06-16 00:00:00.000 609.8274              Chicago Rent-All
3319            2014-06-16 00:00:00.000 7721.4638             Circuit Cycles
3320            2014-06-16 00:00:00.000 31019.8639            Comfort Road Bicycles
3321            2014-06-16 00:00:00.000 2118.6165             Compete Enterprises, Inc
3322            2014-06-16 00:00:00.000 4658.4038             Compete, Inc.
3323            2014-06-16 00:00:00.000 31268.7375            Competition Bike Training Systems
3325            2014-06-16 00:00:00.000 1166.3993             Continental Pro Cycles
3326            2014-06-16 00:00:00.000 48485.6873            Crowley Sport
3327            2014-06-16 00:00:00.000 798.31                Cruger Bike Company
3328            2014-06-16 00:00:00.000 26871.9701            Custom Frames, Inc.
3330            2014-06-17 00:00:00.000 53073.8959            Electronic Bike Repair & Supplies
3331            2014-06-17 00:00:00.000 56200.7696            Expert Bike Co
3332            2014-06-17 00:00:00.000 1410.2839             Federal Sport
3333            2014-06-17 00:00:00.000 2214.3371             First National Sport Co.
3334            2014-06-17 00:00:00.000 31319.7885            First Rate Bicycles
3335            2014-06-17 00:00:00.000 502.6203              Gardner Touring Cycles
3336            2014-06-17 00:00:00.000 48485.6873            Greenwood Athletic Company
3337            2014-06-17 00:00:00.000 7880.9981             Hill Bicycle Center
3338            2014-06-17 00:00:00.000 31319.7885            Hill's Bicycle Service
3339            2014-06-17 00:00:00.000 24880.9811            Hybrid Bicycle Center
3340            2014-06-17 00:00:00.000 38281.8686            Inline Accessories
3341            2014-06-17 00:00:00.000 553.8221              Inner City Bikes
3343            2014-06-17 00:00:00.000 31160.2541            International Bicycles
3344            2014-06-17 00:00:00.000 4103.2241             International Sport Assoc.
3345            2014-06-18 00:00:00.000 70533.3379            Jackson Authority
3346            2014-06-18 00:00:00.000 14763.9492            Trey Research
3347            2014-06-18 00:00:00.000 6311.1799             Lakewood Bicycle
3348            2014-06-18 00:00:00.000 769.6634              Leaf River Terrain
3352            2014-06-18 00:00:00.000 48485.6873            Mitchell Sports
3355            2014-06-18 00:00:00.000 510.278               National Bike Association
3356            2014-06-18 00:00:00.000 511.357               Norstan Bike Hut
3358            2014-06-18 00:00:00.000 23821.6729            Premier Sport, Inc.
3359            2014-06-18 00:00:00.000 733.3592              Pro Sport Industries
3360            2014-06-18 00:00:00.000 72090.3934            Professional Athletic Consultants
3361            2014-06-19 00:00:00.000 555.9106              Ready Rentals
3363            2014-06-19 00:00:00.000 44720.676             Signature Cycles
3365            2014-06-19 00:00:00.000 68612.544             Sport Fan Co.
3366            2014-06-19 00:00:00.000 6572.8163             Sport Playground
3367            2014-06-19 00:00:00.000 100685.3348           Superior Bicycles
3368            2014-06-19 00:00:00.000 580.125               SUPERSALES INC.
3369            2014-06-19 00:00:00.000 2214.0703             Training Systems
3370            2014-06-19 00:00:00.000 29233.0789            Trikes, Inc.
3371            2014-06-19 00:00:00.000 1043.5289             Varsity Sport Co.
3372            2014-06-19 00:00:00.000 49276.9778            Victory Bikes
3373            2014-06-19 00:00:00.000 29526.6221            Vision Cycles, Inc.
3374            2014-06-19 00:00:00.000 41817.1504            Vista Road Bikes
3375            2014-06-19 00:00:00.000 28212.0589            West Junction Cycles
3376            2014-06-19 00:00:00.000 533.1813              WestAmerica Bicycle Co.
3380            2014-06-20 00:00:00.000 9776.2665             Allenson Cycles
3382            2014-06-20 00:00:00.000 22539.0165            American Bikes
3383            2014-06-20 00:00:00.000 16164.0229            Anderson's Custom Bikes
3384            2014-06-20 00:00:00.000 36852.4406            Proseware, Inc.
3385            2014-06-20 00:00:00.000 525.628               Aurora Bike Center
3386            2014-06-20 00:00:00.000 533.1813              Australia Bike Retailer
3387            2014-06-20 00:00:00.000 1984.6192             Beaumont Bikes
3388            2014-06-20 00:00:00.000 665.4846              Bergeron Off-Roads
3389            2014-06-20 00:00:00.000 38281.8686            Bicycle Specialists
3390            2014-06-20 00:00:00.000 2032.6535             Bike Satellite Inc.
3394            2014-06-21 00:00:00.000 15104.7146            Capital Road Cycles
3395            2014-06-21 00:00:00.000 3242.6667             Carlson Specialties
3396            2014-06-21 00:00:00.000 56200.7696            Chicago City Saddles
3397            2014-06-21 00:00:00.000 609.8274              Chicago Rent-All
3398            2014-06-21 00:00:00.000 7721.4638             Circuit Cycles
3399            2014-06-21 00:00:00.000 31019.8639            Comfort Road Bicycles
3400            2014-06-21 00:00:00.000 41230.0639            Compete Enterprises, Inc
3401            2014-06-21 00:00:00.000 3765.0113             Compete, Inc.
3402            2014-06-21 00:00:00.000 31268.7375            Competition Bike Training Systems
3405            2014-06-21 00:00:00.000 48485.6873            Crowley Sport
3406            2014-06-21 00:00:00.000 601.9261              Cruger Bike Company
3407            2014-06-21 00:00:00.000 20599.0785            Custom Frames, Inc.
3409            2014-06-22 00:00:00.000 53073.8959            Electronic Bike Repair & Supplies
3411            2014-06-22 00:00:00.000 1410.2839             Federal Sport
3412            2014-06-22 00:00:00.000 2214.3371             First National Sport Co.
3413            2014-06-23 00:00:00.000 24880.9811            First Rate Bicycles
3414            2014-06-23 00:00:00.000 502.6203              Gardner Touring Cycles
3415            2014-06-23 00:00:00.000 48485.6873            Greenwood Athletic Company
3416            2014-06-23 00:00:00.000 7880.9981             Hill Bicycle Center
3417            2014-06-23 00:00:00.000 31319.7885            Hill's Bicycle Service
3418            2014-06-23 00:00:00.000 24880.9811            Hybrid Bicycle Center
3419            2014-06-23 00:00:00.000 38281.8686            Inline Accessories
3422            2014-06-23 00:00:00.000 31160.2541            International Bicycles
3423            2014-06-23 00:00:00.000 4103.2241             International Sport Assoc.
3424            2014-06-23 00:00:00.000 48485.6873            Jackson Authority
3425            2014-06-23 00:00:00.000 3292.0934             Trey Research
3426            2014-06-23 00:00:00.000 6311.1799             Lakewood Bicycle
3427            2014-06-23 00:00:00.000 858.353               Leaf River Terrain
3431            2014-06-24 00:00:00.000 48485.6873            Mitchell Sports
3434            2014-06-24 00:00:00.000 510.278               National Bike Association
3435            2014-06-24 00:00:00.000 1830.8049             Norstan Bike Hut
3437            2014-06-24 00:00:00.000 23821.6729            Premier Sport, Inc.
3438            2014-06-24 00:00:00.000 689.8499              Pro Sport Industries
3439            2014-06-24 00:00:00.000 23183.5354            Professional Athletic Consultants
3442            2014-06-24 00:00:00.000 44720.676             Signature Cycles
3444            2014-06-24 00:00:00.000 42455.2879            Sport Fan Co.
3445            2014-06-25 00:00:00.000 6572.8163             Sport Playground
3446            2014-06-25 00:00:00.000 100685.3348           Superior Bicycles
3447            2014-06-25 00:00:00.000 580.125               SUPERSALES INC.
3448            2014-06-25 00:00:00.000 2214.0703             Training Systems
3449            2014-06-25 00:00:00.000 29233.0789            Trikes, Inc.
3450            2014-06-25 00:00:00.000 1043.5289             Varsity Sport Co.
3451            2014-06-25 00:00:00.000 7727.8451             Victory Bikes
3452            2014-06-25 00:00:00.000 39915.5006            Vision Cycles, Inc.
3453            2014-06-25 00:00:00.000 41817.1504            Vista Road Bikes
3454            2014-06-25 00:00:00.000 28212.0589            West Junction Cycles
3458            2014-06-25 00:00:00.000 769.6634              Advanced Bicycles
3459            2014-06-25 00:00:00.000 9776.2665             Allenson Cycles
3461            2014-06-26 00:00:00.000 22539.0165            American Bikes
3462            2014-06-26 00:00:00.000 16164.0229            Anderson's Custom Bikes
3463            2014-06-26 00:00:00.000 27995.0921            Proseware, Inc.
3466            2014-06-26 00:00:00.000 1984.6192             Beaumont Bikes
3467            2014-06-26 00:00:00.000 827.3743              Bergeron Off-Roads
3468            2014-06-26 00:00:00.000 38281.8686            Bicycle Specialists
3469            2014-06-26 00:00:00.000 2032.6535             Bike Satellite Inc.
3473            2014-06-26 00:00:00.000 15104.7146            Capital Road Cycles
3474            2014-06-26 00:00:00.000 7121.6145             Carlson Specialties
3475            2014-06-26 00:00:00.000 168602.3089           Chicago City Saddles
3476            2014-06-26 00:00:00.000 609.8274              Chicago Rent-All
3477            2014-06-27 00:00:00.000 7721.4638             Circuit Cycles
3478            2014-06-27 00:00:00.000 31019.8639            Comfort Road Bicycles
3479            2014-06-27 00:00:00.000 41230.0639            Compete Enterprises, Inc
3480            2014-06-27 00:00:00.000 8423.415              Compete, Inc.
3481            2014-06-27 00:00:00.000 31268.7375            Competition Bike Training Systems
3484            2014-06-27 00:00:00.000 48485.6873            Crowley Sport
3485            2014-06-27 00:00:00.000 1809.9204             Cruger Bike Company
3486            2014-06-27 00:00:00.000 33138.4804            Custom Frames, Inc.
3488            2014-06-27 00:00:00.000 53073.8959            Electronic Bike Repair & Supplies
3489            2014-06-27 00:00:00.000 13401.1543            Expert Bike Co
3490            2014-06-27 00:00:00.000 1410.2839             Federal Sport
3491            2014-06-27 00:00:00.000 2214.3371             First National Sport Co.
3492            2014-06-27 00:00:00.000 31319.7885            First Rate Bicycles
3493            2014-06-28 00:00:00.000 502.6203              Gardner Touring Cycles
3494            2014-06-28 00:00:00.000 48485.6873            Greenwood Athletic Company
3495            2014-06-28 00:00:00.000 7880.9981             Hill Bicycle Center
3496            2014-06-28 00:00:00.000 31319.7885            Hill's Bicycle Service
3497            2014-06-28 00:00:00.000 24880.9811            Hybrid Bicycle Center
3498            2014-06-28 00:00:00.000 38281.8686            Inline Accessories
3499            2014-06-28 00:00:00.000 767.0528              Inner City Bikes
3501            2014-06-28 00:00:00.000 31160.2541            International Bicycles
3502            2014-06-28 00:00:00.000 4103.2241             International Sport Assoc.
3503            2014-06-28 00:00:00.000 22047.6506            Jackson Authority
3504            2014-06-28 00:00:00.000 7227.4293             Trey Research
3505            2014-06-30 00:00:00.000 6311.1799             Lakewood Bicycle
3506            2014-06-30 00:00:00.000 535.2698              Leaf River Terrain
3510            2014-06-30 00:00:00.000 48485.6873            Mitchell Sports
3513            2014-06-30 00:00:00.000 510.278               National Bike Association
3516            2014-06-30 00:00:00.000 23821.6729            Premier Sport, Inc.
3517            2014-06-30 00:00:00.000 784.9091              Pro Sport Industries
3518            2014-06-30 00:00:00.000 95273.9288            Professional Athletic Consultants
3521            2014-07-01 00:00:00.000 44720.676             Signature Cycles
3523            2014-07-01 00:00:00.000 26157.2561            Sport Fan Co.
3524            2014-07-01 00:00:00.000 6572.8163             Sport Playground
3525            2014-07-01 00:00:00.000 100685.3348           Superior Bicycles
3526            2014-07-01 00:00:00.000 580.125               SUPERSALES INC.
3527            2014-07-01 00:00:00.000 2214.0703             Training Systems
3528            2014-07-01 00:00:00.000 29233.0789            Trikes, Inc.
3529            2014-07-01 00:00:00.000 1043.5289             Varsity Sport Co.
3530            2014-07-01 00:00:00.000 53246.193             Victory Bikes
3531            2014-07-01 00:00:00.000 29526.6221            Vision Cycles, Inc.
3532            2014-07-01 00:00:00.000 41817.1504            Vista Road Bikes
3533            2014-07-01 00:00:00.000 28212.0589            West Junction Cycles
3537            2014-07-02 00:00:00.000 858.353               Advanced Bicycles
3538            2014-07-02 00:00:00.000 9776.2665             Allenson Cycles
3540            2014-07-02 00:00:00.000 22539.0165            American Bikes
3541            2014-07-02 00:00:00.000 16164.0229            Anderson's Custom Bikes
3542            2014-07-02 00:00:00.000 36852.4406            Proseware, Inc.
3545            2014-07-02 00:00:00.000 1984.6192             Beaumont Bikes
3546            2014-07-02 00:00:00.000 540.4212              Bergeron Off-Roads
3547            2014-07-02 00:00:00.000 38281.8686            Bicycle Specialists
3548            2014-07-02 00:00:00.000 2032.6535             Bike Satellite Inc.
3552            2014-07-02 00:00:00.000 15104.7146            Capital Road Cycles
3553            2014-07-03 00:00:00.000 10992.9047            Carlson Specialties
3554            2014-07-03 00:00:00.000 31319.7885            Chicago City Saddles
3555            2014-07-03 00:00:00.000 609.8274              Chicago Rent-All
3556            2014-07-03 00:00:00.000 7721.4638             Circuit Cycles
3557            2014-07-03 00:00:00.000 31019.8639            Comfort Road Bicycles
3558            2014-07-03 00:00:00.000 41230.0639            Compete Enterprises, Inc
3559            2014-07-03 00:00:00.000 8423.415              Compete, Inc.
3560            2014-07-03 00:00:00.000 31268.7375            Competition Bike Training Systems
3563            2014-07-03 00:00:00.000 48485.6873            Crowley Sport
3565            2014-07-03 00:00:00.000 54560.7563            Custom Frames, Inc.
3567            2014-07-03 00:00:00.000 53073.8959            Electronic Bike Repair & Supplies
3568            2014-07-03 00:00:00.000 43380.5873            Expert Bike Co
3569            2014-07-04 00:00:00.000 1410.2839             Federal Sport
3570            2014-07-04 00:00:00.000 2214.3371             First National Sport Co.
3571            2014-07-04 00:00:00.000 24880.9811            First Rate Bicycles
3572            2014-07-04 00:00:00.000 502.6203              Gardner Touring Cycles
3573            2014-07-04 00:00:00.000 48485.6873            Greenwood Athletic Company
3574            2014-07-04 00:00:00.000 7880.9981             Hill Bicycle Center
3575            2014-07-04 00:00:00.000 31319.7885            Hill's Bicycle Service
3576            2014-07-04 00:00:00.000 24880.9811            Hybrid Bicycle Center
3577            2014-07-04 00:00:00.000 38281.8686            Inline Accessories
3578            2014-07-04 00:00:00.000 725.5276              Inner City Bikes
3580            2014-07-04 00:00:00.000 31160.2541            International Bicycles
3581            2014-07-04 00:00:00.000 4103.2241             International Sport Assoc.
3582            2014-07-04 00:00:00.000 48485.6873            Jackson Authority
3583            2014-07-04 00:00:00.000 10828.6133            Trey Research
3584            2014-07-04 00:00:00.000 6311.1799             Lakewood Bicycle
3589            2014-07-07 00:00:00.000 48485.6873            Mitchell Sports
3591            2014-07-07 00:00:00.000 625.5256              Mountain Works
3592            2014-07-07 00:00:00.000 510.278               National Bike Association
3595            2014-07-07 00:00:00.000 23821.6729            Premier Sport, Inc.
3596            2014-07-07 00:00:00.000 610.2103              Pro Sport Industries
3597            2014-07-07 00:00:00.000 95273.9288            Professional Athletic Consultants
3598            2014-07-07 00:00:00.000 769.6634              Ready Rentals
3599            2014-07-07 00:00:00.000 733.1155              Reliance Fitness, Inc.
3600            2014-07-07 00:00:00.000 44720.676             Signature Cycles
3602            2014-07-08 00:00:00.000 42455.2879            Sport Fan Co.
3603            2014-07-08 00:00:00.000 6572.8163             Sport Playground
3604            2014-07-08 00:00:00.000 100685.3348           Superior Bicycles
3605            2014-07-08 00:00:00.000 580.125               SUPERSALES INC.
3606            2014-07-08 00:00:00.000 2214.0703             Training Systems
3607            2014-07-08 00:00:00.000 29233.0789            Trikes, Inc.
3608            2014-07-08 00:00:00.000 1043.5289             Varsity Sport Co.
3609            2014-07-08 00:00:00.000 3758.6299             Victory Bikes
3610            2014-07-08 00:00:00.000 69442.1228            Vision Cycles, Inc.
3611            2014-07-08 00:00:00.000 41817.1504            Vista Road Bikes
3612            2014-07-08 00:00:00.000 28212.0589            West Junction Cycles
3616            2014-07-08 00:00:00.000 535.2698              Advanced Bicycles
3617            2014-07-09 00:00:00.000 9776.2665             Allenson Cycles
3619            2014-07-09 00:00:00.000 22539.0165            American Bikes
3620            2014-07-09 00:00:00.000 16164.0229            Anderson's Custom Bikes
3621            2014-07-09 00:00:00.000 27995.0921            Proseware, Inc.
3625            2014-07-09 00:00:00.000 2005.2253             Bergeron Off-Roads
3626            2014-07-09 00:00:00.000 38281.8686            Bicycle Specialists
3627            2014-07-09 00:00:00.000 2032.6535             Bike Satellite Inc.
3631            2014-07-09 00:00:00.000 15104.7146            Capital Road Cycles
3632            2014-07-09 00:00:00.000 7121.6145             Carlson Specialties
3633            2014-07-10 00:00:00.000 56200.7696            Chicago City Saddles
3634            2014-07-10 00:00:00.000 609.8274              Chicago Rent-All
3635            2014-07-10 00:00:00.000 7721.4638             Circuit Cycles
3636            2014-07-10 00:00:00.000 31019.8639            Comfort Road Bicycles
3637            2014-07-10 00:00:00.000 41230.0639            Compete Enterprises, Inc
3638            2014-07-10 00:00:00.000 8423.415              Compete, Inc.
3639            2014-07-10 00:00:00.000 31268.7375            Competition Bike Training Systems
3642            2014-07-10 00:00:00.000 48485.6873            Crowley Sport
3644            2014-07-10 00:00:00.000 16744.728             Custom Frames, Inc.
3646            2014-07-10 00:00:00.000 53073.8959            Electronic Bike Repair & Supplies
3647            2014-07-10 00:00:00.000 909.8681              Expert Bike Co
3648            2014-07-10 00:00:00.000 1410.2839             Federal Sport
3649            2014-07-11 00:00:00.000 2214.3371             First National Sport Co.
3650            2014-07-11 00:00:00.000 56200.7696            First Rate Bicycles
3651            2014-07-11 00:00:00.000 502.6203              Gardner Touring Cycles
3652            2014-07-11 00:00:00.000 48485.6873            Greenwood Athletic Company
3653            2014-07-11 00:00:00.000 7880.9981             Hill Bicycle Center
3654            2014-07-11 00:00:00.000 31319.7885            Hill's Bicycle Service
3655            2014-07-11 00:00:00.000 24880.9811            Hybrid Bicycle Center
3656            2014-07-11 00:00:00.000 38281.8686            Inline Accessories
3659            2014-07-11 00:00:00.000 31160.2541            International Bicycles
3660            2014-07-11 00:00:00.000 4103.2241             International Sport Assoc.
3661            2014-07-11 00:00:00.000 22047.6506            Jackson Authority
3662            2014-07-11 00:00:00.000 7227.4293             Trey Research
3663            2014-07-11 00:00:00.000 6311.1799             Lakewood Bicycle
3668            2014-07-12 00:00:00.000 48485.6873            Mitchell Sports
3671            2014-07-12 00:00:00.000 510.278               National Bike Association
3674            2014-07-12 00:00:00.000 23821.6729            Premier Sport, Inc.
3675            2014-07-12 00:00:00.000 589.5695              Pro Sport Industries
3676            2014-07-12 00:00:00.000 95273.9288            Professional Athletic Consultants
3677            2014-07-12 00:00:00.000 858.353               Ready Rentals
3679            2014-07-12 00:00:00.000 44720.676             Signature Cycles
3681            2014-07-14 00:00:00.000 26157.2561            Sport Fan Co.
3682            2014-07-14 00:00:00.000 6572.8163             Sport Playground
3683            2014-07-14 00:00:00.000 100685.3348           Superior Bicycles
3684            2014-07-14 00:00:00.000 580.125               SUPERSALES INC.
3685            2014-07-14 00:00:00.000 2214.0703             Training Systems
3686            2014-07-14 00:00:00.000 29233.0789            Trikes, Inc.
3687            2014-07-14 00:00:00.000 1043.5289             Varsity Sport Co.
3688            2014-07-14 00:00:00.000 57004.8229            Victory Bikes
3689            2014-07-14 00:00:00.000 69442.1228            Vision Cycles, Inc.
3690            2014-07-14 00:00:00.000 41817.1504            Vista Road Bikes
3691            2014-07-14 00:00:00.000 28212.0589            West Junction Cycles
3696            2014-07-14 00:00:00.000 9776.2665             Allenson Cycles
3698            2014-07-15 00:00:00.000 22539.0165            American Bikes
3699            2014-07-15 00:00:00.000 16164.0229            Anderson's Custom Bikes
3700            2014-07-15 00:00:00.000 64847.5328            Proseware, Inc.
3701            2014-07-15 00:00:00.000 553.126               Aurora Bike Center
3703            2014-07-15 00:00:00.000 1685.3792             Beaumont Bikes
3705            2014-07-15 00:00:00.000 38281.8686            Bicycle Specialists
3706            2014-07-15 00:00:00.000 2032.6535             Bike Satellite Inc.
3710            2014-07-15 00:00:00.000 15104.7146            Capital Road Cycles
3711            2014-07-15 00:00:00.000 10992.9047            Carlson Specialties
3712            2014-07-15 00:00:00.000 37701.1635            Chicago City Saddles
3713            2014-07-16 00:00:00.000 609.8274              Chicago Rent-All
3714            2014-07-16 00:00:00.000 4211.7075             Circuit Cycles
3715            2014-07-16 00:00:00.000 31019.8639            Comfort Road Bicycles
3716            2014-07-16 00:00:00.000 41230.0639            Compete Enterprises, Inc
3717            2014-07-16 00:00:00.000 8423.415              Compete, Inc.
3718            2014-07-16 00:00:00.000 31268.7375            Competition Bike Training Systems
3721            2014-07-16 00:00:00.000 48485.6873            Crowley Sport
3723            2014-07-16 00:00:00.000 23483.46              Custom Frames, Inc.
3725            2014-07-16 00:00:00.000 53073.8959            Electronic Bike Repair & Supplies
3726            2014-07-16 00:00:00.000 56337.2498            Expert Bike Co
3727            2014-07-16 00:00:00.000 1410.2839             Federal Sport
3728            2014-07-16 00:00:00.000 2214.3371             First National Sport Co.
3729            2014-07-17 00:00:00.000 56200.7696            First Rate Bicycles
3730            2014-07-17 00:00:00.000 502.6203              Gardner Touring Cycles
3731            2014-07-17 00:00:00.000 48485.6873            Greenwood Athletic Company
3732            2014-07-17 00:00:00.000 7880.9981             Hill Bicycle Center
3733            2014-07-17 00:00:00.000 31319.7885            Hill's Bicycle Service
3734            2014-07-17 00:00:00.000 24880.9811            Hybrid Bicycle Center
3735            2014-07-17 00:00:00.000 38281.8686            Inline Accessories
3736            2014-07-17 00:00:00.000 623.4371              Inner City Bikes
3738            2014-07-17 00:00:00.000 31160.2541            International Bicycles
3739            2014-07-17 00:00:00.000 4103.2241             International Sport Assoc.
3740            2014-07-17 00:00:00.000 70533.3379            Jackson Authority
3741            2014-07-17 00:00:00.000 10828.6133            Trey Research
3742            2014-07-17 00:00:00.000 6311.1799             Lakewood Bicycle
3747            2014-07-18 00:00:00.000 48485.6873            Mitchell Sports
3749            2014-07-18 00:00:00.000 700.2921              Mountain Works
3750            2014-07-18 00:00:00.000 510.278               National Bike Association
3751            2014-07-18 00:00:00.000 525.1059              Norstan Bike Hut
3753            2014-07-18 00:00:00.000 23821.6729            Premier Sport, Inc.
3755            2014-07-18 00:00:00.000 95273.9288            Professional Athletic Consultants
3756            2014-07-18 00:00:00.000 535.2698              Ready Rentals
3757            2014-07-18 00:00:00.000 925.8795              Reliance Fitness, Inc.
3758            2014-07-18 00:00:00.000 44720.676             Signature Cycles
3759            2014-07-18 00:00:00.000 731.3752              Speed Corporation
3760            2014-07-18 00:00:00.000 68612.544             Sport Fan Co.
3761            2014-07-19 00:00:00.000 6572.8163             Sport Playground
3762            2014-07-19 00:00:00.000 100685.3348           Superior Bicycles
3763            2014-07-19 00:00:00.000 580.125               SUPERSALES INC.
3765            2014-07-19 00:00:00.000 29233.0789            Trikes, Inc.
3766            2014-07-19 00:00:00.000 1043.5289             Varsity Sport Co.
3767            2014-07-19 00:00:00.000 57004.8229            Victory Bikes
3768            2014-07-19 00:00:00.000 69442.1228            Vision Cycles, Inc.
3769            2014-07-19 00:00:00.000 41817.1504            Vista Road Bikes
3770            2014-07-19 00:00:00.000 28212.0589            West Junction Cycles
3771            2014-07-19 00:00:00.000 553.8221              WestAmerica Bicycle Co.
3775            2014-07-19 00:00:00.000 9776.2665             Allenson Cycles
3777            2014-07-21 00:00:00.000 22539.0165            American Bikes
3778            2014-07-21 00:00:00.000 16164.0229            Anderson's Custom Bikes
3779            2014-07-21 00:00:00.000 64847.5328            Proseware, Inc.
3781            2014-07-21 00:00:00.000 553.8221              Australia Bike Retailer
3784            2014-07-21 00:00:00.000 38281.8686            Bicycle Specialists
3785            2014-07-21 00:00:00.000 2032.6535             Bike Satellite Inc.
3789            2014-07-21 00:00:00.000 15104.7146            Capital Road Cycles
3790            2014-07-21 00:00:00.000 10649.0066            Carlson Specialties
3791            2014-07-21 00:00:00.000 43380.5873            Chicago City Saddles
3792            2014-07-21 00:00:00.000 609.8274              Chicago Rent-All
3793            2014-07-22 00:00:00.000 3509.7563             Circuit Cycles
3794            2014-07-22 00:00:00.000 31019.8639            Comfort Road Bicycles
3795            2014-07-22 00:00:00.000 41230.0639            Compete Enterprises, Inc
3796            2014-07-22 00:00:00.000 8423.415              Compete, Inc.
3797            2014-07-22 00:00:00.000 31268.7375            Competition Bike Training Systems
3799            2014-07-22 00:00:00.000 626.9527              Continental Pro Cycles
3800            2014-07-22 00:00:00.000 48485.6873            Crowley Sport
3801            2014-07-22 00:00:00.000 580.972               Cruger Bike Company
3802            2014-07-22 00:00:00.000 12060.7988            Custom Frames, Inc.
3804            2014-07-22 00:00:00.000 31817.5358            Electronic Bike Repair & Supplies
